Type,Time (s),Beat,Confidence
TRANSITION,261.9,537,65.3%
TRANSITION,266.1,546,96.6%
DROP,266.6,547,96.6%
BREAKDOWN,267.6,549,100.0%
TRANSITION,270.4,555,95.2%
DROP,271.8,557,62.4%
TRANSITION,274.5,563,63.5%
BREAKDOWN,275.7,565,100.0%
DROP,277.1,568,100.0%
TRANSITION,278.5,571,75.2%
DROP,282.3,579,70.8%
TRANSITION,282.6,579,63.3%
BREAKDOWN,283.8,582,100.0%
TRANSITION,286.6,588,79.5%
DROP,287.5,590,100.0%
TRANSITION,290.9,597,100.0%
BREAKDOWN,291.9,599,100.0%
DROP,292.8,600,100.0%
TRANSITION,294.9,605,55.1%
DROP,298.0,611,100.0%
TRANSITION,299.0,613,53.7%
BREAKDOWN,300.0,615,100.0%
DROP,303.3,622,79.5%
TRANSITION,303.3,622,86.3%
TRANSITION,307.3,630,72.1%
BREAKDOWN,308.1,632,99.8%
DROP,308.5,633,58.9%
TRANSITION,311.4,639,77.2%
