Type,Time (s),Beat,Confidence
TRANSITION,315.2,679,100.0%
BREAKDOWN,316.3,681,66.5%
TRANSITION,319.5,688,66.3%
DROP,323.2,696,56.2%
TRANSITION,324.7,699,52.1%
BREAKDOWN,327.0,704,65.5%
TRANSITION,329.4,709,51.8%
DROP,330.2,711,58.2%
TRANSITION,334.0,719,60.2%
BREAKDOWN,337.9,728,50.6%
TRANSITION,339.7,731,51.9%
DROP,341.5,735,83.2%
TRANSITION,343.8,740,51.7%
BREAKDOWN,346.3,746,100.0%
DROP,347.1,747,100.0%
TRANSITION,348.0,749,98.0%
TRANSITION,352.3,759,99.6%
DROP,352.7,760,100.0%
BREAKDOWN,354.7,764,100.0%
TRANSITION,356.5,768,53.6%
DROP,358.3,772,79.5%
TRANSITION,360.7,777,81.7%
BREAKDOWN,363.1,782,71.5%
DROP,364.0,784,60.9%
TRANSITION,368.2,793,51.4%
DROP,369.6,796,100.0%
BREAKDOWN,371.1,799,52.6%
TRANSITION,372.4,802,100.0%
DROP,375.2,808,100.0%
TRANSITION,376.7,811,100.0%
BREAKDOWN,379.5,817,100.0%
DROP,380.8,820,83.7%
TRANSITION,380.9,820,89.7%
TRANSITION,385.1,829,100.0%
DROP,386.4,832,52.1%
BREAKDOWN,388.0,835,79.8%
TRANSITION,389.3,838,100.0%
DROP,392.1,844,100.0%
TRANSITION,393.5,847,64.0%
BREAKDOWN,396.0,853,55.6%
DROP,397.7,856,100.0%
TRANSITION,397.7,856,100.0%
TRANSITION,402.0,866,100.0%
DROP,403.3,868,83.1%
BREAKDOWN,404.4,871,100.0%
TRANSITION,406.2,875,76.1%
DROP,408.9,881,57.5%
TRANSITION,410.4,884,88.7%
BREAKDOWN,413.8,891,53.2%
DROP,414.6,893,67.7%
TRANSITION,414.6,893,64.1%
TRANSITION,419.9,904,55.0%
DROP,420.2,905,100.0%
BREAKDOWN,422.2,909,100.0%
TRANSITION,424.0,913,59.3%
DROP,425.8,917,80.9%
TRANSITION,428.2,922,80.9%
BREAKDOWN,430.6,927,71.9%
DROP,431.4,929,53.1%
TRANSITION,432.4,931,100.0%
TRANSITION,436.7,940,100.0%
DROP,437.1,941,100.0%
BREAKDOWN,439.1,945,100.0%
TRANSITION,440.9,949,87.4%
DROP,450.2,969,63.5%
BREAKDOWN,452.6,975,50.2%
