Type,Time (s),Beat,Confidence
DROP,118.4,243,56.4%
TRANSITION,119.4,245,57.7%
BREAKDOWN,123.3,253,70.0%
TRANSITION,123.6,253,52.9%
DROP,123.6,254,53.3%
TRANSITION,127.9,262,74.0%
DROP,128.7,264,60.1%
BREAKDOWN,131.4,269,58.8%
TRANSITION,132.2,271,57.2%
DROP,134.1,275,61.9%
TRANSITION,136.5,280,51.8%
DROP,139.3,286,60.3%
BREAKDOWN,139.4,286,56.7%
TRANSITION,140.8,289,66.8%
DROP,144.6,296,55.0%
TRANSITION,145.0,297,53.3%
BREAKDOWN,147.5,303,51.7%
TRANSITION,149.3,306,57.1%
DROP,149.7,307,62.0%
TRANSITION,153.5,315,54.2%
DROP,155.1,318,59.6%
BREAKDOWN,155.6,319,66.2%
TRANSITION,157.5,323,50.2%
DROP,160.3,329,74.6%
TRANSITION,161.7,332,68.0%
BREAKDOWN,163.7,336,56.5%
DROP,166.0,340,74.1%
TRANSITION,166.0,340,75.2%
TRANSITION,170.3,349,58.5%
DROP,171.7,352,68.4%
BREAKDOWN,171.8,352,60.4%
TRANSITION,174.6,358,52.3%
DROP,177.4,364,59.8%
TRANSITION,178.8,367,53.2%
BREAKDOWN,179.9,369,50.3%
DROP,183.9,377,67.4%
TRANSITION,184.0,377,52.1%
BREAKDOWN,188.0,385,53.2%
TRANSITION,188.6,387,50.8%
DROP,189.7,389,61.9%
TRANSITION,192.7,395,52.2%
DROP,195.4,401,53.3%
TRANSITION,196.9,404,52.3%
BREAKDOWN,199.4,409,53.2%
TRANSITION,201.1,412,61.5%
DROP,204.1,419,56.9%
TRANSITION,205.5,421,82.0%
BREAKDOWN,208.0,427,54.9%
DROP,209.3,429,54.3%
TRANSITION,209.8,430,79.3%
TRANSITION,214.1,439,63.2%
DROP,214.6,440,58.0%
BREAKDOWN,216.1,443,74.3%
TRANSITION,218.3,448,60.8%
DROP,219.8,451,63.0%
TRANSITION,222.3,456,52.4%
BREAKDOWN,224.2,460,62.4%
DROP,225.0,462,70.8%
TRANSITION,226.5,464,69.6%
DROP,234.5,481,93.4%
TRANSITION,234.6,481,100.0%
BREAKDOWN,234.7,481,65.3%
TRANSITION,238.8,490,56.4%
DROP,240.3,493,52.9%
BREAKDOWN,242.8,498,62.7%
TRANSITION,243.0,498,52.5%
DROP,245.6,504,51.1%
TRANSITION,247.1,507,55.6%
BREAKDOWN,250.9,514,53.9%
DROP,251.2,515,60.6%
TRANSITION,251.2,515,63.9%
TRANSITION,255.5,524,71.9%
DROP,257.0,527,57.6%
BREAKDOWN,259.0,531,52.4%
TRANSITION,259.8,533,100.0%
DROP,262.7,539,60.2%
TRANSITION,264.0,541,90.3%
BREAKDOWN,267.1,548,50.8%
DROP,267.8,549,50.8%
TRANSITION,268.4,550,68.3%
TRANSITION,272.4,559,52.3%
DROP,273.2,560,56.3%
BREAKDOWN,275.6,565,58.7%
DROP,284.0,583,62.5%
TRANSITION,284.1,583,93.3%
BREAKDOWN,284.2,583,69.5%
TRANSITION,288.4,591,60.7%
DROP,289.8,594,73.1%
BREAKDOWN,292.3,599,52.4%
TRANSITION,292.5,600,71.2%
DROP,295.5,606,63.7%
TRANSITION,296.6,608,56.1%
BREAKDOWN,300.4,616,54.4%
TRANSITION,300.8,617,63.9%
DROP,300.8,617,50.6%
TRANSITION,305.0,626,74.6%
DROP,305.9,627,54.1%
BREAKDOWN,308.5,633,64.3%
TRANSITION,309.3,634,54.8%
DROP,311.2,638,63.4%
TRANSITION,313.5,643,77.4%
DROP,316.5,649,65.6%
BREAKDOWN,316.6,649,67.0%
TRANSITION,317.5,651,54.2%
DROP,321.7,660,55.9%
TRANSITION,321.7,660,62.4%
TRANSITION,325.8,668,55.2%
BREAKDOWN,326.1,669,50.4%
DROP,326.8,670,54.2%
TRANSITION,329.8,676,51.0%
DROP,332.2,681,50.4%
BREAKDOWN,337.2,692,50.3%
DROP,341.2,700,68.8%
TRANSITION,341.2,700,67.5%
BREAKDOWN,345.6,709,55.2%
TRANSITION,345.9,709,96.2%
DROP,347.8,713,62.7%
TRANSITION,350.4,719,69.6%
DROP,353.5,725,53.6%
TRANSITION,354.6,727,51.1%
BREAKDOWN,355.1,728,51.9%
TRANSITION,358.8,736,50.6%
DROP,358.9,736,54.2%
TRANSITION,363.0,744,53.9%
BREAKDOWN,363.3,745,52.5%
DROP,364.1,747,56.2%
TRANSITION,367.1,753,57.0%
DROP,369.8,758,68.8%
TRANSITION,371.2,761,62.3%
BREAKDOWN,371.4,762,62.4%
DROP,375.0,769,52.9%
TRANSITION,375.5,770,71.1%
BREAKDOWN,379.4,778,65.4%
TRANSITION,379.8,779,50.9%
DROP,380.2,780,50.5%
TRANSITION,384.0,787,85.4%
DROP,385.5,791,62.5%
BREAKDOWN,388.1,796,51.6%
TRANSITION,388.4,796,64.9%
DROP,396.4,813,100.0%
TRANSITION,396.5,813,73.0%
BREAKDOWN,396.6,813,72.4%
TRANSITION,400.8,822,68.8%
DROP,401.7,824,53.7%
BREAKDOWN,404.7,830,70.0%
TRANSITION,404.9,830,54.7%
DROP,406.8,834,67.1%
TRANSITION,409.0,839,53.7%
DROP,412.5,846,71.2%
BREAKDOWN,413.7,848,51.2%
TRANSITION,414.5,850,55.6%
DROP,418.2,858,62.2%
TRANSITION,419.0,859,56.0%
BREAKDOWN,421.8,865,65.2%
TRANSITION,423.1,868,75.1%
DROP,423.6,869,61.8%
TRANSITION,427.4,877,51.0%
DROP,428.9,880,67.1%
BREAKDOWN,429.9,882,71.3%
TRANSITION,431.7,885,56.6%
DROP,434.1,890,62.1%
TRANSITION,436.0,894,56.0%
BREAKDOWN,438.0,898,55.5%
DROP,439.2,901,59.2%
TRANSITION,440.3,903,60.6%
DROP,444.6,912,67.5%
TRANSITION,444.6,912,60.4%
BREAKDOWN,446.1,915,52.3%
TRANSITION,448.7,920,84.2%
DROP,449.8,922,70.3%
TRANSITION,453.1,929,56.9%
BREAKDOWN,454.7,932,60.2%
DROP,455.0,933,63.3%
TRANSITION,457.4,938,72.7%
DROP,460.1,944,68.8%
TRANSITION,461.7,947,67.5%
BREAKDOWN,462.8,949,71.3%
DROP,465.5,955,63.8%
TRANSITION,465.9,955,74.6%
TRANSITION,469.9,964,53.1%
DROP,470.8,965,76.7%
BREAKDOWN,470.9,966,52.6%
TRANSITION,474.1,972,52.3%
DROP,476.0,976,52.2%
TRANSITION,478.4,981,70.3%
BREAKDOWN,479.0,982,58.3%
DROP,481.1,987,60.3%
TRANSITION,482.6,990,55.5%
