Type,Time (s),Beat,Confidence
BREAKDOWN,305.5,626,100.0%
DROP,305.9,627,75.2%
TRANSITION,306.8,629,90.7%
DROP,311.0,638,52.4%
TRANSITION,311.1,638,100.0%
BREAKDOWN,313.6,643,89.6%
TRANSITION,315.2,646,62.2%
DROP,316.3,649,88.2%
TRANSITION,319.2,655,100.0%
DROP,321.6,659,100.0%
BREAKDOWN,321.7,660,100.0%
TRANSITION,323.5,663,100.0%
DROP,327.3,671,53.3%
TRANSITION,327.8,672,99.6%
BREAKDOWN,329.8,676,100.0%
TRANSITION,332.1,681,58.1%
DROP,332.5,682,70.9%
TRANSITION,336.1,689,55.2%
DROP,337.7,693,65.1%
BREAKDOWN,337.9,693,59.5%
TRANSITION,340.2,698,82.1%
DROP,343.0,703,100.0%
TRANSITION,344.5,706,100.0%
BREAKDOWN,346.0,709,100.0%
DROP,348.3,714,100.0%
TRANSITION,348.7,715,97.6%
TRANSITION,353.0,724,100.0%
DROP,353.3,724,55.3%
BREAKDOWN,354.1,726,100.0%
TRANSITION,357.1,732,55.7%
DROP,358.3,735,70.3%
BREAKDOWN,362.4,743,55.4%
DROP,363.6,746,54.9%
TRANSITION,364.0,746,56.7%
TRANSITION,368.3,755,89.2%
DROP,369.2,757,100.0%
BREAKDOWN,370.5,760,96.0%
TRANSITION,372.3,764,66.1%
DROP,374.4,768,58.1%
TRANSITION,376.4,772,90.4%
BREAKDOWN,378.6,776,52.6%
DROP,379.7,779,50.3%
TRANSITION,380.6,781,83.8%
DROP,384.9,789,57.0%
BREAKDOWN,386.7,793,71.0%
