Type,Time (s),Beat,Confidence
BREAKDOWN,195.6,421,79.5%
TRANSITION,197.0,424,68.9%
DROP,213.5,460,77.4%
TRANSITION,213.5,460,100.0%
BREAKDOWN,213.6,460,100.0%
TRANSITION,217.8,469,97.6%
DROP,219.2,472,61.2%
BREAKDOWN,221.6,477,99.7%
TRANSITION,221.8,478,88.8%
DROP,224.4,483,54.5%
TRANSITION,225.8,486,100.0%
DROP,229.6,494,58.0%
BREAKDOWN,229.6,494,100.0%
TRANSITION,230.1,495,100.0%
TRANSITION,234.1,504,100.0%
DROP,235.7,508,51.6%
BREAKDOWN,237.7,512,100.0%
TRANSITION,238.1,513,100.0%
DROP,240.9,519,52.6%
TRANSITION,242.3,522,52.2%
BREAKDOWN,245.7,529,100.0%
TRANSITION,246.4,530,89.7%
DROP,247.1,532,52.6%
TRANSITION,250.4,539,100.0%
DROP,252.3,543,53.3%
BREAKDOWN,253.7,546,100.0%
TRANSITION,254.6,548,100.0%
TRANSITION,258.6,557,89.7%
DROP,258.9,557,72.6%
BREAKDOWN,261.8,564,100.0%
TRANSITION,262.7,566,100.0%
DROP,264.5,570,57.7%
TRANSITION,266.8,575,50.4%
DROP,269.7,581,59.1%
BREAKDOWN,269.8,581,100.0%
TRANSITION,271.2,584,54.2%
BREAKDOWN,278.5,600,55.6%
BREAKDOWN,287.2,618,51.2%
BREAKDOWN,296.7,639,50.5%
BREAKDOWN,305.2,657,53.0%
DROP,334.4,720,58.1%
TRANSITION,334.5,720,100.0%
BREAKDOWN,334.5,720,91.4%
TRANSITION,338.7,729,75.6%
DROP,340.1,732,55.5%
BREAKDOWN,342.6,738,100.0%
TRANSITION,342.7,738,82.4%
DROP,345.3,744,50.3%
TRANSITION,346.8,747,100.0%
BREAKDOWN,350.6,755,100.0%
TRANSITION,350.8,755,52.7%
DROP,351.5,757,61.6%
TRANSITION,354.8,764,100.0%
DROP,356.7,768,58.9%
BREAKDOWN,358.6,772,100.0%
TRANSITION,358.8,773,94.4%
DROP,361.9,779,56.7%
TRANSITION,362.8,781,100.0%
BREAKDOWN,366.7,790,100.0%
TRANSITION,367.0,790,51.6%
DROP,368.0,792,56.1%
TRANSITION,371.1,799,59.2%
DROP,374.1,806,55.3%
BREAKDOWN,374.7,807,100.0%
TRANSITION,375.1,808,95.7%
TRANSITION,379.3,817,94.0%
DROP,379.8,818,72.7%
BREAKDOWN,382.7,824,72.3%
TRANSITION,383.4,826,51.7%
DROP,385.0,829,52.3%
DROP,393.0,846,71.7%
TRANSITION,393.0,846,100.0%
BREAKDOWN,393.1,846,95.5%
TRANSITION,397.3,856,82.5%
DROP,398.2,858,50.4%
BREAKDOWN,401.1,864,100.0%
TRANSITION,401.3,864,81.5%
DROP,403.4,869,53.7%
TRANSITION,405.4,873,100.0%
BREAKDOWN,409.2,881,100.0%
TRANSITION,409.6,882,95.2%
DROP,409.6,882,56.7%
TRANSITION,413.6,891,81.0%
DROP,414.8,893,54.2%
BREAKDOWN,417.2,898,100.0%
TRANSITION,417.6,899,100.0%
DROP,420.5,905,50.0%
TRANSITION,421.9,908,82.0%
BREAKDOWN,425.3,916,100.0%
TRANSITION,425.9,917,79.0%
DROP,426.1,918,56.8%
TRANSITION,429.9,926,100.0%
DROP,432.3,931,50.3%
BREAKDOWN,433.3,933,100.0%
TRANSITION,434.1,935,97.7%
DROP,437.4,942,56.5%
TRANSITION,438.2,944,85.4%
BREAKDOWN,441.3,950,96.7%
TRANSITION,442.2,952,100.0%
DROP,443.6,955,53.4%
TRANSITION,446.4,961,80.2%
DROP,448.8,966,54.1%
BREAKDOWN,449.3,968,100.0%
TRANSITION,450.5,970,89.2%
TRANSITION,454.5,979,100.0%
DROP,454.9,980,52.6%
BREAKDOWN,457.4,985,100.0%
TRANSITION,458.7,988,91.5%
DROP,460.1,991,51.2%
TRANSITION,462.8,996,81.7%
BREAKDOWN,465.4,1002,100.0%
DROP,466.3,1004,53.4%
TRANSITION,466.8,1005,100.0%
TRANSITION,471.0,1014,74.0%
DROP,471.5,1015,60.0%
BREAKDOWN,473.4,1019,100.0%
TRANSITION,475.2,1023,54.2%
DROP,477.6,1028,50.5%
TRANSITION,479.5,1033,76.6%
BREAKDOWN,481.5,1037,100.0%
DROP,483.3,1041,53.3%
TRANSITION,484.2,1043,57.4%
DROP,488.5,1052,72.0%
TRANSITION,488.5,1052,100.0%
BREAKDOWN,489.5,1054,100.0%
TRANSITION,492.7,1061,100.0%
DROP,493.7,1063,94.9%
TRANSITION,497.0,1070,73.8%
BREAKDOWN,497.5,1071,100.0%
DROP,498.9,1074,100.0%
BREAKDOWN,506.3,1090,51.9%
BREAKDOWN,514.6,1108,51.1%
